"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Year","Month","Avg_Price_Land","No_sold","no_sold_pr","new_count_prop","percent_new"
"117","Altona North","252 Millers Rd",4,"h",693000,"Sold Prior","Raine&Horne","22/05/2016",11.1,3025,4,2,4,315,170,2008,"Hobsons Bay",-37.8391,144.8467,"Western Metropolitan",5132,22,5,2200,1,46,1079,3
"118","Altona North","1/156 Chambers Rd",3,"h",620000,"Sold Prior","Hunter","22/08/2016",11.1,3025,5,2,2,276,100,2010,"Hobsons Bay",-37.8262,144.8443,"Western Metropolitan",5132,22,8,2246.3768115942,1,40,1079,4
"119","Altona North","2 Gadsden St",3,"h",728500,"Property Sold","Jas","22/08/2016",11.1,3025,3,1,1,531,157,1960,"Hobsons Bay",-37.8277,144.8385,"Western Metropolitan",5132,22,8,1371.93973634652,1,40,6507,140
"120","Altona North","24 Hansen St",3,"h",931000,"Property Sold","hockingstuart","22/08/2016",11.1,3025,3,2,1,590,160,1950,"Hobsons Bay",-37.8382,144.8649,"Western Metropolitan",5132,22,8,1577.96610169492,1,40,6507,582
"121","Altona North","6 Hill St",3,"h",815000,"Property Sold","hockingstuart","25/02/2017",11.1,3025,3,2,3,555,130,1960,"Hobsons Bay",-37.8318,144.8388,"Western Metropolitan",5132,25,2,1468.46846846847,1,74,6507,582
"122","Altona North","5 Cresser St",4,"h",1200000,"Sold Prior","RT","27/11/2016",11.1,3025,4,1,4,633,158,1960,"Hobsons Bay",-37.8375,144.8541,"Western Metropolitan",5132,27,11,1895.7345971564,1,75,1079,79
"123","Altona North","4/221 Blackshaws Rd",2,"u",292000,"Property Sold","Jas","28/08/2016",11.1,3025,2,1,1,153,70,1970,"Hobsons Bay",-37.8332,144.8649,"Western Metropolitan",5132,28,8,1908.49673202614,1,52,1792,140
"124","Armadale","8/19 Mercer Rd",2,"u",599000,"Property Sold","Jellis","3/09/2016",6.3,3143,2,1,1,0,76,1964,"Stonnington",-37.8543,145.0262,"Southern Metropolitan",4836,3,9,Inf,1,86,1792,701
"125","Armadale","14/71 Denbigh Rd",3,"u",995000,"Property Sold","Marshall","3/12/2016",6.3,3143,3,2,2,0,100,1998,"Stonnington",-37.8552,145.016,"Southern Metropolitan",4836,3,12,Inf,1,145,1792,347
"126","Armadale","4/769 High St",3,"t",1205000,"Property Sold","Jellis","3/12/2016",6.3,3143,3,2,2,101,105,2000,"Stonnington",-37.854,145.0135,"Southern Metropolitan",4836,3,12,11930.6930693069,1,145,723,701
"127","Armadale","7 Llaneast St",3,"h",1939000,"Property Sold","Jellis","3/12/2016",6.3,3143,3,2,2,296,150,1889,"Stonnington",-37.8614,145.0274,"Southern Metropolitan",4836,3,12,6550.67567567568,1,145,6507,701
"128","Armadale","28 Cambridge St",3,"h",1870000,"Property Sold","Hodges","4/03/2017",6.3,3143,3,1,1,217,116,1888,"Stonnington",-37.8592,145.0182,"Southern Metropolitan",4836,4,3,8617.51152073733,1,140,6507,75
"129","Armadale","3/20 Mercer Rd",3,"t",1918000,"Sold Prior","Jellis","4/03/2017",6.3,3143,3,2,2,0,165,1995,"Stonnington",-37.8537,145.0267,"Southern Metropolitan",4836,4,3,Inf,1,140,143,701
"130","Armadale","12 Willis St",3,"h",2050000,"Property Sold","Marshall","4/03/2017",6.3,3143,3,2,1,205,116,1910,"Stonnington",-37.8574,145.0281,"Southern Metropolitan",4836,4,3,10000,1,140,6507,347
"131","Armadale","9/19 Mercer Rd",3,"u",735000,"Passed In","Marshall","7/05/2016",6.3,3143,3,2,1,2113,14,1970,"Stonnington",-37.8543,145.0262,"Southern Metropolitan",4836,7,5,347.846663511595,1,115,361,347
"132","Armadale","10 William St",1,"h",1435000,"Sold Prior","Jellis","8/10/2016",6.3,3143,2,2,1,144,107,1900,"Stonnington",-37.8564,145.0228,"Southern Metropolitan",4836,8,10,9965.27777777778,1,85,1079,701
"133","Armadale","15/405 Dandenong Rd",1,"u",280000,"Passed In","hockingstuart","10/09/2016",6.3,3143,1,1,1,0,38,1975,"Stonnington",-37.8619,145.0185,"Southern Metropolitan",4836,10,9,Inf,1,104,361,582
"134","Armadale","8/58 Sutherland Rd",2,"u",592500,"Property Sold","hockingstuart","10/12/2016",6.3,3143,2,1,1,0,73,1970,"Stonnington",-37.8574,145.0174,"Southern Metropolitan",4836,10,12,Inf,1,119,1792,582
"135","Armadale","40 New St",2,"h",1210000,"Property Sold","Marshall","12/11/2016",6.3,3143,2,1,0,249,96,1910,"Stonnington",-37.8543,145.016,"Southern Metropolitan",4836,12,11,4859.43775100402,1,123,6507,347
"136","Armadale","35 Northcote Rd",4,"h",2801000,"Property Sold","Marshall","12/11/2016",6.3,3143,4,2,2,624,222,1900,"Stonnington",-37.8536,145.0173,"Southern Metropolitan",4836,12,11,4488.78205128205,1,123,6507,347
"137","Armadale","791 High St",3,"h",1800000,"Passed In","RT","15/10/2016",6.3,3143,3,2,2,405,121,1910,"Stonnington",-37.8545,145.0145,"Southern Metropolitan",4836,15,10,4444.44444444444,1,124,1069,79
"138","Armadale","25 Llaneast St",4,"h",2200000,"Passed In","Jellis","15/10/2016",6.3,3143,4,1,2,495,163,1900,"Stonnington",-37.8613,145.0264,"Southern Metropolitan",4836,15,10,4444.44444444444,1,124,1069,701
"139","Armadale","367 Dandenong Rd",6,"h",5525000,"Property Sold","Marshall","17/09/2016",6.3,3143,5,3,4,1491,516,1935,"Stonnington",-37.8602,145.013,"Southern Metropolitan",4836,17,9,3705.56673373575,1,110,6507,347
"140","Armadale","10/581 Orrong Rd",1,"u",440000,"Sold Prior","Jellis","18/03/2017",6.3,3143,1,1,1,0,53,1970,"Stonnington",-37.8531,145.0115,"Southern Metropolitan",4836,18,3,Inf,1,118,481,701
"141","Armadale","14 New St",3,"h",1300000,"Vendor Bid","Jellis","18/06/2016",6.3,3143,2,1,2,212,106,1900,"Stonnington",-37.8542,145.0149,"Southern Metropolitan",4836,18,6,6132.07547169811,1,108,728,701
"142","Armadale","6/51 Armadale St",2,"u",704000,"Sold Prior","Greg","19/11/2016",6.3,3143,2,1,1,0,74,1969,"Stonnington",-37.8573,145.0186,"Southern Metropolitan",4836,19,11,Inf,1,102,481,138
"143","Armadale","12/41 Kooyong Rd",2,"u",620000,"Vendor Bid","Marshall","19/11/2016",6.3,3143,3,1,1,0,98,1970,"Stonnington",-37.8596,145.0198,"Southern Metropolitan",4836,19,11,Inf,1,102,364,347
"144","Armadale","63 Denbigh Rd",3,"h",1900000,"Property Sold","Marshall","22/05/2016",6.3,3143,3,1,2,328,108,1900,"Stonnington",-37.8559,145.0158,"Southern Metropolitan",4836,22,5,5792.68292682927,1,82,6507,347
"145","Armadale","10/51 Armadale St",2,"u",710000,"Property Sold","Jellis","25/02/2017",6.3,3143,2,1,1,2471,80,1970,"Stonnington",-37.8573,145.0186,"Southern Metropolitan",4836,25,2,287.33306353703,1,151,1792,701
"146","Armadale","1/14 Denbigh Rd",2,"u",598000,"Property Sold","hockingstuart","25/02/2017",6.3,3143,2,1,1,0,88,1970,"Stonnington",-37.8593,145.0156,"Southern Metropolitan",4836,25,2,Inf,1,151,1792,582
"147","Armadale","75 Sutherland Rd",3,"h",1285000,"Property Sold","Marshall","25/02/2017",6.3,3143,3,1,2,186,80,1920,"Stonnington",-37.8554,145.0173,"Southern Metropolitan",4836,25,2,6908.60215053763,1,151,6507,347
"148","Armadale","1/403 Dandenong Rd",2,"u",520000,"Property Sold","hockingstuart","27/06/2016",6.3,3143,1,1,1,0,76,1970,"Stonnington",-37.8618,145.0183,"Southern Metropolitan",4836,27,6,Inf,1,75,1792,582
"149","Armadale","44 Denbigh Rd",4,"h",3625000,"Property Sold","Jellis","27/11/2016",6.3,3143,4,1,2,709,251,1900,"Stonnington",-37.8574,145.016,"Southern Metropolitan",4836,27,11,5112.83497884344,1,153,6507,701
"150","Armadale","44 Hampden Rd",4,"h",4200000,"Vendor Bid","Kay","27/11/2016",6.3,3143,4,3,3,563,333,2000,"Stonnington",-37.8582,145.0138,"Southern Metropolitan",4836,27,11,7460.03552397869,1,153,728,63
"151","Armadale","3/769 High St",3,"t",1101000,"Property Sold","Jellis","27/11/2016",6.3,3143,3,1,2,103,3,2000,"Stonnington",-37.8542,145.0135,"Southern Metropolitan",4836,27,11,10689.3203883495,1,153,723,701
"152","Armadale","4 Mercer Rd",3,"h",3512500,"Property Sold","Marshall","27/11/2016",6.3,3143,3,2,2,617,285,1998,"Stonnington",-37.8557,145.0264,"Southern Metropolitan",4836,27,11,5692.86871961102,1,153,6507,347
"153","Armadale","1/31 Mercer Rd",3,"u",869000,"Property Sold","Jellis","28/05/2016",6.3,3143,2,1,1,0,91,1940,"Stonnington",-37.853,145.0264,"Southern Metropolitan",4836,28,5,Inf,1,111,1792,701
"154","Armadale","5/555 Orrong Rd",1,"u",567000,"Property Sold","hockingstuart","28/08/2016",6.3,3143,1,1,1,0,53,2013,"Stonnington",-37.8549,145.0113,"Southern Metropolitan",4836,28,8,Inf,1,105,1792,582
"155","Ascot Vale","30 Rothwell St",3,"h",940000,"Property Sold","Nelson","3/12/2016",5.9,3032,3,1,2,298,108,1920,"Moonee Valley",-37.7777,144.9195,"Western Metropolitan",6567,3,12,3154.36241610738,1,57,6507,817
"156","Ascot Vale","9/5 Rothwell St",2,"u",467000,"Sold Prior","Brad","3/12/2016",5.9,3032,2,1,1,0,62,1980,"Moonee Valley",-37.7761,144.9201,"Western Metropolitan",6567,3,12,Inf,1,57,481,172
"157","Ascot Vale","7 Francis St",3,"h",1380000,"Sold Prior","Nelson","4/03/2017",5.9,3032,3,2,2,277,174,1910,"Moonee Valley",-37.7777,144.9221,"Western Metropolitan",6567,4,3,4981.94945848375,1,74,1079,817
"158","Ascot Vale","2/21 Harold St",2,"u",490000,"Vendor Bid","Jellis","4/03/2017",5.9,3032,2,1,1,423,62,1970,"Moonee Valley",-37.7736,144.9015,"Western Metropolitan",6567,4,3,1158.39243498818,1,74,364,701
"159","Ascot Vale","44 The Parade",4,"h",1850000,"Property Sold","Brad","4/03/2017",5.9,3032,4,3,1,478,270,1900,"Moonee Valley",-37.7729,144.9179,"Western Metropolitan",6567,4,3,3870.29288702929,1,74,6507,172
"160","Ascot Vale","98 Epsom Rd",3,"h",971000,"Sold Prior","Nelson","4/06/2016",5.9,3032,3,2,2,285,128,1900,"Moonee Valley",-37.775,144.9091,"Western Metropolitan",6567,4,6,3407.01754385965,1,44,1079,817
"161","Ascot Vale","8 Geddes St",2,"h",710000,"Passed In","Nelson","4/06/2016",5.9,3032,2,1,1,214,77,1890,"Moonee Valley",-37.7776,144.9142,"Western Metropolitan",6567,4,6,3317.75700934579,1,44,1069,817
"162","Ascot Vale","75 Maribyrnong Rd",6,"h",2425000,"Passed In","Brad","4/06/2016",5.9,3032,6,3,2,1014,435,1887,"Moonee Valley",-37.7721,144.9184,"Western Metropolitan",6567,4,6,2391.51873767258,1,44,1069,172
"163","Ascot Vale","119 Roseberry St",2,"h",750000,"Sold Prior","Maddison","4/06/2016",5.9,3032,2,1,1,226,92,1920,"Moonee Valley",-37.7745,144.9093,"Western Metropolitan",6567,4,6,3318.58407079646,1,44,1079,3
"164","Ascot Vale","10 Fenton St",2,"h",1053000,"Property Sold","Nelson","6/08/2016",5.9,3032,2,1,1,269,109,1900,"Moonee Valley",-37.7748,144.929,"Western Metropolitan",6567,6,8,3914.49814126394,1,29,6507,817
"165","Ascot Vale","10 McCully St",3,"h",1377000,"Property Sold","Nelson","6/08/2016",5.9,3032,3,1,1,417,168,1900,"Moonee Valley",-37.7756,144.9208,"Western Metropolitan",6567,6,8,3302.15827338129,1,29,6507,817
"166","Ascot Vale","120 Epsom Rd",3,"h",970000,"Property Sold","Brad","7/05/2016",5.9,3032,3,1,2,350,125,1904,"Moonee Valley",-37.7759,144.91,"Western Metropolitan",6567,7,5,2771.42857142857,1,49,6507,172
"167","Ascot Vale","63 Kent St",2,"h",751000,"Passed In","Nelson","7/05/2016",5.9,3032,2,1,1,118,79,1890,"Moonee Valley",-37.7807,144.9288,"Western Metropolitan",6567,7,5,6364.40677966102,1,49,1069,817
"168","Ascot Vale","4 The Parade",2,"h",950000,"Sold Prior","Raine","7/05/2016",5.9,3032,2,1,1,173,102,1900,"Moonee Valley",-37.7731,144.9206,"Western Metropolitan",6567,7,5,5491.32947976879,1,49,1079,62
"169","Ascot Vale","1/17 Epsom Rd",2,"u",685000,"Property Sold","Brad","7/11/2016",5.9,3032,2,1,2,228,90,1995,"Moonee Valley",-37.7718,144.9066,"Western Metropolitan",6567,7,11,3004.38596491228,1,43,1792,172
"170","Ascot Vale","41 Monash St",3,"h",1230000,"Property Sold","Nelson","8/10/2016",5.9,3032,4,1,2,594,148,1960,"Moonee Valley",-37.7819,144.9064,"Western Metropolitan",6567,8,10,2070.70707070707,1,58,6507,817
"171","Ascot Vale","51 Francis St",2,"h",770000,"Passed In","Nelson","10/09/2016",5.9,3032,2,1,1,226,87,1900,"Moonee Valley",-37.7774,144.9186,"Western Metropolitan",6567,10,9,3407.0796460177,1,50,1069,817
"172","Ascot Vale","12 Mirams St",4,"h",890000,"Sold Prior","Raine","10/12/2016",5.9,3032,4,1,1,300,185,1890,"Moonee Valley",-37.7766,144.9143,"Western Metropolitan",6567,10,12,2966.66666666667,1,74,1079,62
"173","Ascot Vale","78 The Parade",3,"h",1440000,"Property Sold","Nelson","11/02/2017",5.9,3032,3,1,1,487,131,1900,"Moonee Valley",-37.7725,144.9146,"Western Metropolitan",6567,11,2,2956.87885010267,1,29,6507,817
"174","Ascot Vale","26 Newsom St",3,"h",1e+06,"Passed In","Brad","12/11/2016",5.9,3032,3,2,2,440,120,1955,"Moonee Valley",-37.7746,144.9031,"Western Metropolitan",6567,12,11,2272.72727272727,1,55,1069,172
"175","Ascot Vale","8 Pentland St",3,"h",1435000,"Property Sold","Nelson","12/11/2016",5.9,3032,3,2,2,532,147,1950,"Moonee Valley",-37.7737,144.904,"Western Metropolitan",6567,12,11,2697.36842105263,1,55,6507,817
"176","Ascot Vale","8/129 The Parade",1,"u",390000,"Property Sold","Alexkarbon","12/11/2016",5.9,3032,1,1,1,0,58,1972,"Moonee Valley",-37.7723,144.9094,"Western Metropolitan",6567,12,11,Inf,1,55,1792,23
"177","Ascot Vale","52 Monash St",3,"h",1425000,"Passed In","Jellis","13/08/2016",5.9,3032,3,2,2,495,139,1920,"Moonee Valley",-37.7821,144.9055,"Western Metropolitan",6567,13,8,2878.78787878788,1,20,1069,701
"178","Ascot Vale","58 Fenton St",4,"h",1340000,"Property Sold","Nelson","14/05/2016",5.9,3032,3,2,2,683,232,1978,"Moonee Valley",-37.775,144.932,"Western Metropolitan",6567,14,5,1961.93265007321,1,47,6507,817
"179","Ascot Vale","70 Munro St",3,"h",955000,"Property Sold","Brad","14/05/2016",5.9,3032,3,1,1,263,117,1910,"Moonee Valley",-37.7753,144.9116,"Western Metropolitan",6567,14,5,3631.17870722433,1,47,6507,172
"180","Ascot Vale","125 Epsom Rd",4,"h",1100000,"Vendor Bid","Nelson","15/10/2016",5.9,3032,4,2,5,559,195,1920,"Moonee Valley",-37.7791,144.9136,"Western Metropolitan",6567,15,10,1967.79964221825,1,72,728,817
"181","Ascot Vale","3/28 Ormond Rd",2,"u",432000,"Property Sold","Biggin","15/10/2016",5.9,3032,2,1,1,0,62,1978,"Moonee Valley",-37.773,144.9303,"Western Metropolitan",6567,15,10,Inf,1,72,1792,213
"182","Ascot Vale","7 Angler Pde",4,"h",1640000,"Property Sold","Raine","16/04/2016",5.9,3032,4,3,2,562,204,1890,"Moonee Valley",-37.782,144.903,"Western Metropolitan",6567,16,4,2918.14946619217,1,63,6507,62
"183","Ascot Vale","26 Ayr St",6,"h",1430000,"Property Sold","Nelson","16/04/2016",5.9,3032,4,2,1,461,286,1900,"Moonee Valley",-37.78,144.9295,"Western Metropolitan",6567,16,4,3101.95227765727,1,63,6507,817
"184","Ascot Vale","2/127 Epsom Rd",2,"u",610000,"Sold Prior","Brad","16/04/2016",5.9,3032,2,1,1,301,104,1995,"Moonee Valley",-37.7791,144.914,"Western Metropolitan",6567,16,4,2026.5780730897,1,63,481,172
"185","Ascot Vale","57 The Parade",3,"h",940000,"Property Sold","Nelson","16/04/2016",5.9,3032,3,3,1,491,127,1950,"Moonee Valley",-37.7727,144.9136,"Western Metropolitan",6567,16,4,1914.46028513238,1,63,6507,817
"186","Ascot Vale","62 Mirams St",3,"h",890000,"Sold Prior","Brad","16/07/2016",5.9,3032,3,1,1,242,110,1920,"Moonee Valley",-37.7765,144.9114,"Western Metropolitan",6567,16,7,3677.68595041322,1,45,1079,172
"187","Ascot Vale","67 Hurtle St",3,"h",1180000,"Sold Prior","Brad","17/09/2016",5.9,3032,3,2,2,617,149,1930,"Moonee Valley",-37.7742,144.906,"Western Metropolitan",6567,17,9,1912.47974068071,1,49,1079,172
"188","Ascot Vale","95 Walter St",4,"h",1480000,"Property Sold","Raine","17/09/2016",5.9,3032,4,2,2,597,180,1939,"Moonee Valley",-37.7757,144.9088,"Western Metropolitan",6567,17,9,2479.06197654941,1,49,6507,62
"189","Ascot Vale","3/8 Walter St",2,"t",865000,"Sold Prior","Nelson","18/03/2017",5.9,3032,2,2,1,146,132,2015,"Moonee Valley",-37.7713,144.9038,"Western Metropolitan",6567,18,3,5924.65753424658,1,68,143,817
"190","Ascot Vale","12/9 Milton St",2,"u",442000,"Property Sold","Alexkarbon","18/06/2016",5.9,3032,2,1,1,0,62,1975,"Moonee Valley",-37.7733,144.9219,"Western Metropolitan",6567,18,6,Inf,1,53,1792,23
"191","Ascot Vale","21A Geddes St",3,"h",1037500,"Property Sold","Alexkarbon","19/11/2016",5.9,3032,3,1,2,506,110,1920,"Moonee Valley",-37.7779,144.9133,"Western Metropolitan",6567,19,11,2050.395256917,1,60,6507,23
"192","Ascot Vale","1/20 Newsom St",3,"t",1050000,"Property Sold","Jellis","19/11/2016",5.9,3032,3,2,2,318,160,2013,"Moonee Valley",-37.7744,144.9035,"Western Metropolitan",6567,19,11,3301.88679245283,1,60,723,701
"193","Ascot Vale","4/27 Roseberry St",2,"u",440000,"Property Sold","McDonald","19/11/2016",5.9,3032,2,1,1,0,65,1970,"Moonee Valley",-37.7749,144.9137,"Western Metropolitan",6567,19,11,Inf,1,60,1792,20
"194","Ascot Vale","43 Bloomfield Rd",4,"h",1430000,"Property Sold","Nelson","22/05/2016",5.9,3032,4,2,0,418,158,1900,"Moonee Valley",-37.7766,144.9187,"Western Metropolitan",6567,22,5,3421.05263157895,1,46,6507,817
"195","Ascot Vale","21 Middle St",3,"h",1130000,"Property Sold","Nelson","23/04/2016",5.9,3032,3,2,1,272,157,1900,"Moonee Valley",-37.7774,144.928,"Western Metropolitan",6567,23,4,4154.41176470588,1,24,6507,817
"196","Ascot Vale","78 Francis St",3,"h",1135000,"Property Sold","Brad","24/09/2016",5.9,3032,3,1,1,296,104,1910,"Moonee Valley",-37.777,144.9176,"Western Metropolitan",6567,24,9,3834.45945945946,1,54,6507,172
"197","Ascot Vale","25 Geddes St",4,"h",950000,"Passed In","Nelson","24/09/2016",5.9,3032,4,2,1,298,147,1920,"Moonee Valley",-37.7778,144.9131,"Western Metropolitan",6567,24,9,3187.91946308725,1,54,1069,817
"198","Ascot Vale","18/54 Epsom Rd",2,"u",390000,"Passed In","Jellis","25/02/2017",5.9,3032,2,1,1,1957,69,2012,"Moonee Valley",-37.7731,144.9074,"Western Metropolitan",6567,25,2,199.284619315278,1,74,361,701
"199","Ascot Vale","15 Mirams St",4,"h",1345000,"Property Sold","Jellis","25/02/2017",5.9,3032,4,1,1,552,155,1920,"Moonee Valley",-37.7769,144.9138,"Western Metropolitan",6567,25,2,2436.59420289855,1,74,6507,701
"200","Ascot Vale","44 Walter St",3,"h",1381500,"Property Sold","Barry","25/02/2017",5.9,3032,3,2,2,416,168,1900,"Moonee Valley",-37.7727,144.9055,"Western Metropolitan",6567,25,2,3320.91346153846,1,74,6507,467
"201","Ascot Vale","25 Dalgety Dr",3,"h",940000,"Property Sold","Jellis","26/07/2016",5.9,3032,3,2,2,285,172,2011,"Moonee Valley",-37.7778,144.9061,"Western Metropolitan",6567,26,7,3298.24561403509,1,33,6507,701
"202","Ascot Vale","7 Dalgety Dr",3,"h",995000,"Property Sold","Nelson","26/07/2016",5.9,3032,3,2,1,314,177,2010,"Moonee Valley",-37.7778,144.9042,"Western Metropolitan",6567,26,7,3168.7898089172,1,33,6507,817
"203","Ascot Vale","6 Waller Ct",3,"h",786000,"Property Sold","Brad","26/07/2016",5.9,3032,3,2,1,576,120,1940,"Moonee Valley",-37.7816,144.9217,"Western Metropolitan",6567,26,7,1364.58333333333,1,33,6507,172
"204","Ascot Vale","17 Ascot St",2,"h",705000,"Passed In","Nelson","27/06/2016",5.9,3032,2,1,3,252,108,1910,"Moonee Valley",-37.7825,144.9206,"Western Metropolitan",6567,27,6,2797.61904761905,1,57,1069,817
"205","Ascot Vale","73 Kent St",2,"h",760000,"Passed In","Nelson","27/06/2016",5.9,3032,2,1,1,124,77,1900,"Moonee Valley",-37.7807,144.9285,"Western Metropolitan",6567,27,6,6129.03225806452,1,57,1069,817
"206","Ascot Vale","1 East St",3,"t",1e+06,"Property Sold","Nelson","27/11/2016",5.9,3032,3,2,2,200,144,2003,"Moonee Valley",-37.7766,144.9277,"Western Metropolitan",6567,27,11,5000,1,75,723,817
"207","Ascot Vale","1 Bloomfield Rd",3,"h",1305000,"Property Sold","Barry","28/05/2016",5.9,3032,2,1,1,278,166,1900,"Moonee Valley",-37.7768,144.9223,"Western Metropolitan",6567,28,5,4694.24460431655,1,48,6507,467
"208","Ascot Vale","58 Bloomfield Rd",3,"h",1215000,"Property Sold","Stockdale","28/08/2016",5.9,3032,3,1,1,452,175,1960,"Moonee Valley",-37.7762,144.9174,"Western Metropolitan",6567,28,8,2688.05309734513,1,52,6507,71
"209","Ascot Vale","1/91 Epsom Rd",2,"u",545000,"Property Sold","Nelson","28/08/2016",5.9,3032,2,1,2,194,71,1900,"Moonee Valley",-37.7772,144.9118,"Western Metropolitan",6567,28,8,2809.27835051546,1,52,1792,817
"210","Ascot Vale","5 Doncaster St",4,"h",1705000,"Property Sold","Jellis","30/07/2016",5.9,3032,4,2,4,598,273,2012,"Moonee Valley",-37.7774,144.9104,"Western Metropolitan",6567,30,7,2851.17056856187,1,39,6507,701
"211","Ashburton","61 Dent St",4,"h",2650000,"Property Sold","Marshall","3/09/2016",11,3147,4,3,2,753,399,2015,"Boroondara",-37.8669,145.0767,"Southern Metropolitan",3052,3,9,3519.25630810093,1,86,6507,347
"212","Ashburton","69 Albion Rd",3,"h",1670000,"Property Sold","Jellis","3/12/2016",11,3147,3,2,2,599,220,1930,"Boroondara",-37.8673,145.0688,"Southern Metropolitan",3052,3,12,2787.97996661102,1,145,6507,701
"213","Ashburton","3/39 Solway St",3,"t",2050000,"Property Sold","Fletchers","3/12/2016",11,3147,3,3,4,310,315,2014,"Boroondara",-37.874,145.0714,"Southern Metropolitan",3052,3,12,6612.90322580645,1,145,723,143
"214","Ashburton","3 Dunlop St",3,"h",1555000,"Property Sold","Jellis","4/06/2016",11,3147,3,2,2,731,149,1935,"Boroondara",-37.8666,145.0676,"Southern Metropolitan",3052,4,6,2127.22298221614,1,109,6507,701
"215","Ashburton","16a Nicholas St",3,"h",1100000,"Passed In","Marshall","8/10/2016",11,3147,3,3,2,276,178,2004,"Boroondara",-37.8699,145.0778,"Southern Metropolitan",3052,8,10,3985.50724637681,1,85,1069,347
"216","Ashburton","5 Nicholas St",3,"h",1337000,"Property Sold","Buxton","8/10/2016",11,3147,3,1,2,583,112,1950,"Boroondara",-37.8685,145.0786,"Southern Metropolitan",3052,8,10,2293.31046312178,1,85,6507,313
"217","Ashburton","115 Ashburn Gr",8,"h",2950000,"Property Sold","hockingstuart","10/09/2016",11,3147,9,7,4,1472,618,2009,"Boroondara",-37.8729,145.0788,"Southern Metropolitan",3052,10,9,2004.07608695652,1,104,6507,582
